e56a257	Thanachai Wudhapitak	2017-01-20 12:00:38 +0000	Add work product exception testing to S5.
bbd3886	Thanachai Wudhapitak	2017-01-20 11:45:34 +0000	Add testing statistics into the build.
727daba	Jim Leach	2017-01-20 11:32:04 +0000	Add some extra fields into prep table if we need to debug
07d445b	Jim Leach	2017-01-20 10:53:33 +0000	Include bonus amounts in the calculation of hrly rate (rate = pay-pre-sal-sac + bonus - deductions / hours worked)
838e353	Jim Leach	2017-01-20 10:52:31 +0000	Add logic for apportioning bonus across pay periods for monthly employees
9fc7e05	Jim Leach	2017-01-20 10:15:52 +0000	Rename files to preserve ordering with bonus apportionment
3f05411	Jim Leach	2017-01-20 08:57:50 +0000	Update JML hours adjustments with new logic
2c92a73	Jim Leach	2017-01-20 08:33:59 +0000	Update hours adjustment logic
5d4afaf	Jim Leach	2017-01-20 08:33:39 +0000	Update logic for identifying leavers (use the leave date in place of left_in_prd flag
5556fe4	Jim Leach	2017-01-19 16:22:39 +0000	Remove weekly calc as monthyl changing (again) and more sensible to re-implement weekly once monthly is done@
5b9172b	Jim Leach	2017-01-19 14:22:09 +0000	Ensure weekly build does not multiply hours by 4
30eeaa5	Jim Leach	2017-01-19 14:21:41 +0000	Ensure weekly build looks at weekly employees
3d68d5b	Jim Leach	2017-01-19 14:21:15 +0000	Rename files
e108cd8	Jim Leach	2017-01-19 14:19:46 +0000	Add weekly calc files
db6170c	Jim Leach	2017-01-19 14:18:06 +0000	Remove weekly files to update again frmo basic calc
7f2efe0	Jim Leach	2017-01-19 14:17:13 +0000	Ensure build looks at hours adjusted for any JML status
c9642d2	Jim Leach	2017-01-19 12:50:31 +0000	Rename files
ef31fb6	Jim Leach	2017-01-19 12:50:13 +0000	Add JML employees back in
6bf9a26	Jim Leach	2017-01-19 12:49:13 +0000	Add initial code for making JML hours adjustments
b0a3d98	Jim Leach	2017-01-19 12:33:14 +0000	Create corrected flag for joiners
031c667	Jim Leach	2017-01-19 12:21:19 +0000	Update cleaning script for pay calendar
3d07157	Jim Leach	2017-01-19 11:54:42 +0000	Rename references to pay calendar table
da2bdac	Jim Leach	2017-01-19 11:52:59 +0000	Rename pay calendar files
b2fef4a	Jim Leach	2017-01-19 11:52:17 +0000	Rename pay calendar tables
d8c177d	Jim Leach	2017-01-19 11:48:36 +0000	Update calendar cleaning script for new fields in calendar
d02b088	Jim Leach	2017-01-19 11:38:14 +0000	Refactor code based on updates to S3 payments_to_employees table
4c08fad	Jim Leach	2017-01-19 11:37:13 +0000	Add indicator flags for exzclusions, and create this as a table not a view (to speed later computation)
c77d9a4	Jim Leach	2017-01-19 11:36:14 +0000	Refactor code based on updates to S3 payments_to_employees table
cea7eb0	Jim Leach	2017-01-19 11:35:27 +0000	Remove *4 from hours worked for weekly employees
70820e2	Jim Leach	2017-01-19 08:52:47 +0000	Ensure weekly calc employees is filtering to just the weekly employees
fe518a5	Jim Leach	2017-01-19 08:51:42 +0000	Rename weekly calc files
bf0912d	Jim Leach	2017-01-19 08:46:53 +0000	Convert basic_calc to weekly_calc
1b4ef46	Jim Leach	2017-01-19 08:45:27 +0000	Copy basic calc code into weekly calc folder ready to convert to weekly calc logic
eabb77c	Jim Leach	2017-01-19 08:38:15 +0000	Correct small bug in drop if exists logic, and rename percent underpaid field to be explicit is percent underpid employees
fb3b736	Jim Leach	2017-01-18 16:27:18 +0000	Add secondary calc including holiday hours
bbf9ee2	Jim Leach	2017-01-18 15:39:25 +0000	Remove old comment that was misleading re: calc logic
fd2d79e	Jim Leach	2017-01-18 15:36:44 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/./osbourne-repo
7a863a3	Jim Leach	2017-01-18 15:36:36 +0000	Add deductions into calc for hourly rate
cac03cb	Somto Okoye	2017-01-18 15:34:11 +0000	Merge branch 'master' of //na02/da/Projects/Osbourne/osbourne-repo
54f73fa	Jim Leach	2017-01-18 15:32:55 +0000	Rename files to re-order
45acdbe	Somto Okoye	2017-01-18 15:32:48 +0000	New MI information into Repo
